区,朝向,配备电梯,所在楼层,链家编号,房屋户型,房屋价格（单位：万元）,装修类型,建筑面积,建筑时间
高新,南,无,高楼层 (共4层),106104865646,1室1厅,30.5,简装,42.28㎡,未知年建
新都,东南,有,高楼层 (共18层),106105190734,2室1厅,89,精装,80.18㎡,未知年建
简阳,东南,有,中楼层 (共26层),106105183691,2室2厅,92.8,精装,87.62㎡,未知年建
温江,南,有,中楼层 (共22层),106104864855,2室1厅,120,简装,86.23㎡,2009年建
青羊,东南,无,中楼层 (共6层),106104859487,2室2厅,130,简装,89.96㎡,2000年建
青羊,西南,有,高楼层 (共18层),106105175629,2室2厅,169,简装,90.7㎡,2012年建
金牛,东南,有,中楼层 (共23层),106104830448,2室1厅,84.5,精装,58.06㎡,2011年建
青白江,南,有,低楼层 (共18层),106105175275,1室1厅,36.8,简装,41㎡,未知年建
双流,南,有,中楼层 (共13层),106104825319,2室1厅,124.6,简装,89.25㎡,2012年建
青羊,南,有,低楼层 (共15层),106105172295,2室2厅,130,精装,69.06㎡,2016年建
温江,东南,有,高楼层 (共39层),106104783553,2室2厅,117,精装,80.37㎡,2016年建
青羊,北,有,中楼层 (共21层),106105171908,2室1厅,142,精装,84.24㎡,2014年建
成华,西南,有,高楼层 (共28层),106104776725,2室1厅,114,毛坯,70.43㎡,1999年建
高新,南,有,低楼层 (共17层),106105167619,2室1厅,240,精装,88.62㎡,2008年建
武侯,西南,有,高楼层 (共12层),106104762192,1室1厅,80,简装,52.05㎡,2003年建
青羊,东南,有,高楼层 (共18层),106105162246,1室1厅,168,简装,67.25㎡,2004年建
金牛,南,有,中楼层 (共20层),106104755240,2室1厅,106,精装,84.58㎡,2009年建
金牛,东南 南,无,高楼层 (共7层),106105148396,2室1厅,96,精装,65.47㎡,2002年建
成华,东 西,有,低楼层 (共18层),106104705809,2室1厅,114,简装,81.5㎡,2011年建
青羊,西,有,中楼层 (共11层),106104705702,1室0厅,46.5,精装,38.05㎡,2004年建
锦江,南 西,有,高楼层 (共34层),106104681189,2室1厅,81.8,精装,47.38㎡,2010年建
高新,南 北,无,低楼层 (共7层),106104670986,2室1厅,76,简装,63.98㎡,1993年建
锦江,南,有,低楼层 (共24层),106104667965,2室1厅,161,简装,80.77㎡,2010年建
青羊,西,无,高楼层 (共6层),106104632674,2室1厅,103,精装,79.57㎡,2000年建
锦江,东北,有,中楼层 (共33层),106104599443,2室1厅,187,简装,74.8㎡,2009年建
青羊,东南,有,高楼层 (共12层),106104580325,2室1厅,240,精装,80.25㎡,2012年建
郫都,东南,有,高楼层 (共18层),106104570043,2室1厅,82,精装,68.89㎡,2011年建
锦江,东,无,高楼层 (共6层),106104562254,1室1厅,56,简装,46㎡,未知年建
锦江,东南,有,中楼层 (共12层),106104560303,2室1厅,119.5,精装,87.19㎡,2007年建
成华,南,暂无数据,高楼层 (共5层),106104489120,2室1厅,66.6,精装,46.52㎡,未知年建
青羊,东,有,高楼层 (共18层),106104406723,2室1厅,165,精装,80.93㎡,2011年建
金牛,东南,有,低楼层 (共10层),106104392594,2室1厅,120,精装,81.26㎡,2004年建
锦江,西南,有,高楼层 (共34层),106102260700,2室1厅,89.8,简装,58.42㎡,2011年建
金牛,东南,无,中楼层 (共7层),106104388640,2室2厅,105.8,精装,80.58㎡,2001年建
金牛,东南,有,中楼层 (共32层),106102185607,3室2厅,156,简装,93㎡,2013年建
锦江,西北,有,高楼层 (共33层),106104337868,1室1厅,143,精装,56.9㎡,2010年建
金牛,南,无,中楼层 (共5层),106101149099,3室1厅,81.95,精装,77.4㎡,2003年建
成华,西南 东北,有,中楼层 (共11层),106102039147,4室2厅,366,精装,129.6㎡,2016年建
高新,东,有,低楼层 (共18层),106101045351,3室2厅,260,精装,82.94㎡,2009年建
成华,南,有,低楼层 (共22层),106101098640,3室2厅,145,简装,120.21㎡,2008年建
郫都,南,有,高楼层 (共33层),106102054385,3室2厅,92.9,简装,84.31㎡,2015年建
武侯,南,有,高楼层 (共16层),106100861176,2室1厅,174,精装,76.22㎡,2012年建
锦江,南,有,高楼层 (共35层),106102686493,2室1厅,335,简装,106.22㎡,2009年建
成华,西北,有,高楼层 (共18层),106102876550,2室2厅,162,精装,82.12㎡,2008年建
青羊,西南,有,高楼层 (共24层),106102788842,2室1厅,107,简装,72.42㎡,2011年建
武侯,南,有,中楼层 (共15层),106102484689,1室1厅,82,精装,59.98㎡,2006年建
武侯,南,有,中楼层 (共15层),106102484666,2室1厅,78,精装,59.98㎡,2006年建
青羊,南,有,高楼层 (共18层),106102393437,2室1厅,115,精装,74.9㎡,2012年建
成华,南,无,低楼层 (共6层),106102389019,2室2厅,76,毛坯,73.76㎡,2008年建
武侯,西北,无,中楼层 (共7层),106102379310,2室1厅,135,精装,64.83㎡,2004年建
郫都,东南,无,高楼层 (共6层),106102220963,2室2厅,60,简装,90.19㎡,2005年建
天府新区,南,无,中楼层 (共6层),106102217092,4室2厅,189.5,简装,173.29㎡,2003年建
高新,东,有,低楼层 (共32层),106101817160,1室1厅,139,精装,60.06㎡,2011年建
龙泉驿,东 东南,有,高楼层 (共34层),106105250233,2室2厅,119,精装,78.98㎡,2012年建
新津,西南,有,中楼层 (共14层),106101711035,2室1厅,84,简装,87.28㎡,2011年建
高新,南,暂无数据,高楼层 (共6层),106105244308,1室2厅,46,毛坯,42.75㎡,未知年建
高新,西南,无,中楼层 (共6层),106101640187,2室1厅,86,简装,65.99㎡,2003年建
锦江,西南,有,中楼层 (共29层),106105242690,3室1厅,168,精装,62.43㎡,2015年建
金牛,东南,有,中楼层 (共9层),106101562263,2室2厅,106,精装,85.3㎡,2007年建
温江,东南,有,中楼层 (共33层),106105213279,2室1厅,94,精装,84.51㎡,2014年建
郫都,西南,有,低楼层 (共26层),106101436248,1室1厅,49,精装,57.89㎡,2010年建
温江,北,有,低楼层 (共25层),106105208952,3室2厅,109.9,精装,81.64㎡,2017年建
成华,东南 西北,有,高楼层 (共33层),106105110806,2室1厅,136.5,精装,89.36㎡,2009年建
青白江,东南,暂无数据,低楼层 (共3层),106105196528,3室2厅,58,精装,99.61㎡,未知年建
都江堰,东南,有,低楼层 (共18层),106105194624,3室2厅,122,精装,105.87㎡,未知年建
金牛,东南,有,高楼层 (共31层),106105022391,2室1厅,155,精装,89.67㎡,2009年建
锦江,东,有,中楼层 (共27层),106105172640,3室2厅,366,精装,128.71㎡,2006年建
青羊,西南,有,中楼层 (共30层),106104997725,2室1厅,243,精装,92.24㎡,2012年建
成华,东南,有,中楼层 (共33层),106104977962,2室1厅,129,简装,87.57㎡,2009年建
成华,北,有,低楼层 (共43层),106105172568,3室1厅,216,精装,92.86㎡,2018年建
成华,西南,无,高楼层 (共6层),106104965119,2室1厅,78.88,简装,71.66㎡,2003年建
青羊,东南,有,低楼层 (共18层),106105171708,3室2厅,168,精装,89.24㎡,2009年建
武侯,东北,无,中楼层 (共7层),106105170285,1室1厅,53,简装,41.56㎡,未知年建
成华,东南,有,高楼层 (共31层),106104944684,2室1厅,147,精装,74.05㎡,2010年建
温江,东,有,高楼层 (共26层),106105159826,3室1厅,116,精装,89.09㎡,未知年建
成华,东南,有,高楼层 (共22层),106105203539,2室1厅,119,精装,81.16㎡,2014年建
武侯,东 东北,有,中楼层 (共31层),106105193278,3室2厅,398,精装,148.94㎡,2006年建
高新,北,有,高楼层 (共34层),106105186893,3室1厅,183,精装,86.91㎡,2014年建
高新,南,有,中楼层 (共16层),106105183172,4室1厅,640,精装,182.85㎡,2008年建
高新,南,有,低楼层 (共13层),106105175796,2室2厅,177,精装,93.03㎡,2005年建
武侯,东,有,低楼层 (共13层),106105174215,2室1厅,122,精装,88.72㎡,2006年建
青羊,东北,有,低楼层 (共18层),106105163079,3室2厅,280.7,精装,124.27㎡,2010年建
温江,东南 西南,有,低楼层 (共18层),106104956955,4室2厅,148,精装,140.82㎡,2009年建
锦江,西,有,中楼层 (共34层),106105161313,2室1厅,100,精装,54.85㎡,2011年建
锦江,东北,有,高楼层 (共28层),106104948618,3室1厅,420,精装,127.63㎡,2015年建
成华,北,有,高楼层 (共15层),106105155591,3室1厅,128.8,简装,100.94㎡,2008年建
武侯,南,无,中楼层 (共7层),106104947752,2室1厅,71,精装,50.79㎡,2000年建
青羊,西,有,中楼层 (共11层),106105154346,1室1厅,42,毛坯,49.13㎡,2014年建
青羊,南 北,有,中楼层 (共26层),106104947111,4室2厅,425,简装,155.89㎡,2012年建
青羊,南,无,高楼层 (共6层),106105138177,3室1厅,63,精装,59.83㎡,1995年建
郫都,东南,有,低楼层 (共34层),106104941524,2室1厅,93.6,精装,52.08㎡,2013年建
龙泉驿,东南,无,低楼层 (共6层),106102872108,3室2厅,230,简装,135.9㎡,2013年建
龙泉驿,南 北,有,中楼层 (共31层),106104936823,3室2厅,170,精装,101.29㎡,2015年建
青羊,东南,有,低楼层 (共33层),106102764813,3室1厅,235,简装,95.26㎡,2014年建
武侯,东南,有,低楼层 (共15层),106104913332,3室2厅,360,精装,146㎡,2010年建
青羊,北,有,高楼层 (共18层),106102602626,3室2厅,132,精装,64.5㎡,2014年建
郫都,东南,有,中楼层 (共32层),106104895098,2室1厅,69,精装,49.37㎡,2013年建
高新,南,有,中楼层 (共44层),106102364475,3室3厅,560,毛坯,280㎡,2011年建
青羊,西,有,高楼层 (共21层),106104839844,3室1厅,202,精装,85.72㎡,2014年建
龙泉驿,南,有,中楼层 (共32层),106102341560,3室2厅,121,毛坯,93.87㎡,未知年建
龙泉驿,东南,无,高楼层 (共6层),106104818947,2室1厅,63,精装,63㎡,2004年建
新都,东北,有,高楼层 (共33层),106102297287,3室2厅,165,毛坯,129㎡,2018年建
金牛,西南,无,中楼层 (共7层),106104815839,3室2厅,136,精装,107.74㎡,2002年建
高新,东 西,有,高楼层 (共11层),106104731457,3室2厅,266,精装,132.79㎡,2005年建
都江堰,西南,暂无数据,高楼层 (共4层),106104672119,3室2厅,52,简装,88㎡,未知年建
温江,西南,无,低楼层 (共5层),106104611953,2室3厅,280,精装,206.43㎡,2011年建
武侯,东,无,低楼层 (共7层),106104478168,3室2厅,139,精装,102.35㎡,2003年建
成华,东南,有,中楼层 (共16层),106104467844,3室2厅,157,精装,99.86㎡,2010年建
温江,东南,有,低楼层 (共31层),106104448004,3室2厅,178,精装,124.3㎡,未知年建
青羊,西北,有,中楼层 (共22层),106104369391,2室1厅,128,精装,65.19㎡,2014年建
武侯,北,有,高楼层 (共11层),106104334856,2室1厅,156,精装,73.99㎡,2014年建
锦江,东南,有,低楼层 (共34层),106104177471,1室1厅,99,精装,47.4㎡,2009年建
温江,东南,有,中楼层 (共34层),106104144480,3室2厅,148,精装,95.46㎡,2008年建
青羊,东南,有,中楼层 (共11层),106104079722,3室1厅,218,精装,125.53㎡,2004年建
锦江,南,有,低楼层 (共25层),106103815232,2室2厅,215,简装,89.21㎡,2010年建
成华,西,有,高楼层 (共9层),106105047862,2室2厅,140.8,精装,85.6㎡,2008年建
青羊,南 北,有,高楼层 (共9层),106103722638,3室2厅,310,简装,124.3㎡,2003年建
青羊,东南 西南,无,中楼层 (共7层),106105044826,2室1厅,187,简装,63.72㎡,2001年建
成华,东,有,中楼层 (共33层),106103654657,3室1厅,208,精装,87.67㎡,2013年建
成华,北,无,低楼层 (共6层),106105042060,2室1厅,61,简装,50.51㎡,1996年建
青羊,南,无,中楼层 (共7层),106103594353,2室2厅,106,精装,65.12㎡,1996年建
高新西,东北,有,高楼层 (共26层),106105040833,2室1厅,85,精装,87.48㎡,2012年建
都江堰,南,无,低楼层 (共6层),106103215067,3室2厅,78,精装,114.6㎡,2007年建
锦江,西,有,低楼层 (共30层),106105037112,1室1厅,116,精装,21.69㎡,2005年建
青羊,南,无,高楼层 (共8层),106103047905,2室1厅,64.5,精装,61.33㎡,1988年建
郫都,东南,有,高楼层 (共12层),106105035273,2室2厅,96,精装,64.72㎡,2011年建
青羊,东南 南,有,中楼层 (共18层),106105253030,2室2厅,170,精装,88.33㎡,2012年建
金牛,西北,有,低楼层 (共31层),106105035173,2室2厅,133.35,精装,83.08㎡,2008年建
天府新区,西南,有,低楼层 (共26层),106105030721,2室1厅,134,精装,72.32㎡,未知年建
郫都,西南,有,中楼层 (共17层),106105029122,2室1厅,100,精装,75.31㎡,2011年建
成华,南,有,低楼层 (共25层),106105021129,2室2厅,152,精装,71.77㎡,2015年建
双流,东,有,低楼层 (共11层),106105018533,2室1厅,84,简装,77.66㎡,2005年建
武侯,南,有,中楼层 (共11层),106105016485,1室1厅,67,简装,51.92㎡,2003年建
武侯,南,无,低楼层 (共6层),106105015239,1室1厅,49.9,简装,36.96㎡,2001年建
金牛,南,暂无数据,中楼层 (共4层),106105007232,1室1厅,68,精装,52.12㎡,未知年建
高新,南,有,高楼层 (共36层),106105001704,2室2厅,235,精装,85.58㎡,2014年建
锦江,西南,有,中楼层 (共16层),106104999074,1室0厅,73,精装,39.67㎡,2003年建
天府新区,西,有,高楼层 (共34层),106104997372,2室1厅,142,精装,77.16㎡,2010年建
双流,北,有,高楼层 (共16层),106104992430,2室1厅,87,精装,64.35㎡,2013年建
高新,北,有,低楼层 (共27层),106104991790,2室1厅,135,精装,71.27㎡,2012年建
成华,东南,有,中楼层 (共34层),106103012766,2室2厅,107,精装,61.29㎡,2010年建
青羊,南,有,高楼层 (共14层),106103176066,2室1厅,159,精装,89.86㎡,2007年建
锦江,西南,有,高楼层 (共24层),106103053808,3室2厅,224,精装,119.61㎡,2010年建
锦江,南,有,低楼层 (共31层),106103253142,3室1厅,210,精装,88.17㎡,2009年建
武侯,东南,有,中楼层 (共18层),106102792282,2室2厅,148,精装,67.17㎡,2016年建
金牛,东北,有,高楼层 (共18层),106102731178,3室2厅,153.04,精装,86.61㎡,2012年建
天府新区,西南 东北,有,中楼层 (共32层),106105220098,3室1厅,220,精装,100.21㎡,2017年建
武侯,南,有,中楼层 (共16层),106102245806,3室1厅,167,简装,89㎡,2011年建
高新,北,有,中楼层 (共28层),106105218974,2室2厅,142,精装,82㎡,2013年建
锦江,西南,有,低楼层 (共26层),106101283301,3室2厅,368,精装,135.2㎡,2008年建
金牛,东南,有,中楼层 (共17层),106105216479,1室1厅,69.5,简装,54.17㎡,2006年建
高新,西南,有,中楼层 (共18层),106105131884,2室2厅,138,精装,81.99㎡,2009年建
青羊,东 西,有,中楼层 (共20层),106104987801,3室1厅,200,精装,85.52㎡,2015年建
青羊,北,有,高楼层 (共9层),106105127098,2室1厅,109,精装,75.93㎡,2003年建
武侯,东南 西南,有,高楼层 (共13层),106104974371,3室1厅,180,简装,103.77㎡,2009年建
青羊,东,无,高楼层 (共7层),106105126513,2室1厅,153,简装,77.25㎡,2004年建
武侯,东南,有,高楼层 (共11层),106105121522,2室1厅,110,精装,74.7㎡,2003年建
高新,南,有,高楼层 (共18层),106105119613,2室1厅,185,精装,101.08㎡,2006年建
新都,北,有,中楼层 (共30层),106105110897,2室1厅,92.5,精装,64.22㎡,未知年建
成华,东 东南,有,低楼层 (共18层),106105106875,2室1厅,103,简装,76.6㎡,2008年建
郫都,东北,有,高楼层 (共30层),106105101522,2室1厅,112.5,精装,70.7㎡,2015年建
郫都,南,有,中楼层 (共31层),106105100234,2室1厅,75,精装,72.34㎡,2013年建
郫都,西南,有,中楼层 (共18层),106105098347,2室2厅,72,精装,80.64㎡,未知年建
成华,南,有,中楼层 (共22层),106105089078,2室2厅,111.7,简装,82.24㎡,2009年建
成华,西北,有,高楼层 (共33层),106105076021,2室2厅,142,精装,90㎡,2009年建
郫都,东南,有,低楼层 (共26层),106105075788,2室1厅,62,简装,53.99㎡,2013年建
青羊,东南,有,高楼层 (共11层),106105075499,1室1厅,85,精装,45.91㎡,2004年建
郫都,西南,暂无数据,中楼层 (共5层),106105071187,2室2厅,67,精装,98.49㎡,未知年建
武侯,东 南 西 北,有,中楼层 (共9层),106105068121,1室1厅,54,精装,43.45㎡,2005年建
金牛,东南,有,中楼层 (共11层),106105067946,2室2厅,183,精装,90.47㎡,2005年建
青羊,西南,有,中楼层 (共31层),106105066301,2室2厅,195,精装,92.22㎡,2008年建
高新,东南,有,中楼层 (共16层),106105058373,1室1厅,57,简装,46.27㎡,2009年建
青羊,南,有,中楼层 (共23层),106105058034,1室1厅,68,简装,50.07㎡,2008年建
龙泉驿,南,有,中楼层 (共18层),106105056926,2室1厅,99,精装,82.42㎡,2007年建
天府新区,西,有,低楼层 (共31层),106105053835,2室1厅,105,精装,92.89㎡,未知年建
高新西,东,有,中楼层 (共30层),106104862208,3室2厅,130,精装,91㎡,2017年建
郫都,东南,有,中楼层 (共33层),106105051181,3室1厅,128,精装,106.71㎡,2012年建
锦江,南 北,有,低楼层 (共34层),106104798765,4室1厅,215,毛坯,108.66㎡,2018年建
金牛,南,有,高楼层 (共18层),106105051035,2室1厅,115,精装,75.74㎡,2016年建
高新,西南,有,低楼层 (共19层),106104271630,3室2厅,178,精装,77.77㎡,2015年建
锦江,东,有,高楼层 (共26层),106105048888,1室1厅,78,精装,46.72㎡,2016年建
武侯,东南,无,高楼层 (共6层),106104068590,4室2厅,151.5,简装,164.8㎡,1998年建
锦江,东南,有,中楼层 (共33层),106105048381,2室1厅,140,精装,69.54㎡,2015年建
成华,东南,有,高楼层 (共7层),106104030296,2室1厅,108,简装,83.1㎡,1995年建
武侯,西,有,中楼层 (共17层),106103974907,3室2厅,180,精装,91㎡,2013年建
武侯,西南,有,低楼层 (共16层),106103724276,3室2厅,218,精装,98.72㎡,2011年建
高新,东南,有,低楼层 (共17层),106102125501,1室1厅,78,精装,53.94㎡,2009年建
成华,西北,有,中楼层 (共41层),106105269639,2室1厅,103,精装,55.14㎡,2016年建
武侯,东南 西南,有,中楼层 (共8层),106105261924,2室1厅,134,精装,82.67㎡,2010年建
青白江,南,有,中楼层 (共26层),106105260345,3室1厅,74,精装,91.27㎡,未知年建
成华,南 北,有,中楼层 (共47层),106105256601,4室1厅,375,精装,136.57㎡,2018年建
新都,东南,有,高楼层 (共34层),106105254864,3室2厅,92.9,精装,80.7㎡,2015年建
高新,东,有,高楼层 (共39层),106105247981,2室1厅,135,精装,67.01㎡,2016年建
锦江,东南,有,低楼层 (共33层),106105245845,2室1厅,138,精装,69.58㎡,2015年建
龙泉驿,西南 东南,有,高楼层 (共18层),106105245709,3室2厅,120,精装,86.4㎡,2015年建
